age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
33,management,married,tertiary,no,158,no,no,cellular,6,192,2,-1,0,unknown,yes
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,449,4,-1,0,unknown,no
23,blue-collar,married,primary,no,1158,yes,no,cellular,16,743,1,-1,0,unknown,no
28,admin.,single,secondary,no,596,yes,no,unknown,6,151,6,-1,0,unknown,no
60,retired,married,tertiary,no,1141,no,no,cellular,12,66,4,-1,0,unknown,no
49,blue-collar,married,primary,no,361,yes,no,unknown,16,513,2,-1,0,unknown,yes
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,651,1,-1,0,unknown,yes
59,unemployed,married,secondary,no,1625,no,no,cellular,4,198,1,180,2,success,yes
38,unemployed,divorced,secondary,no,189,yes,yes,cellular,21,105,2,-1,0,unknown,no
25,admin.,single,secondary,no,787,yes,no,unknown,9,164,1,-1,0,unknown,no
32,management,married,tertiary,no,1014,no,no,cellular,20,194,6,-1,0,unknown,no
50,retired,married,secondary,no,1047,no,no,cellular,21,98,5,-1,0,unknown,no
52,technician,married,unknown,no,7,no,no,unknown,6,203,2,-1,0,unknown,no
28,unemployed,married,tertiary,no,482,no,no,cellular,25,119,1,-1,0,unknown,yes
26,management,single,tertiary,no,1623,no,no,cellular,2,479,1,-1,0,unknown,yes
38,management,married,tertiary,no,1308,yes,no,cellular,2,626,1,-1,0,unknown,yes
40,management,married,tertiary,no,964,yes,no,telephone,13,95,3,-1,0,unknown,no
34,student,married,tertiary,no,3037,yes,no,telephone,21,65,1,-1,0,unknown,no
46,self-employed,married,primary,no,2747,no,no,cellular,21,162,2,-1,0,unknown,no
32,admin.,single,secondary,no,64,yes,no,unknown,7,202,2,-1,0,unknown,no
36,services,married,secondary,no,3988,yes,yes,cellular,14,141,1,-1,0,unknown,no
48,services,divorced,secondary,no,858,yes,no,unknown,19,353,4,-1,0,unknown,no
46,technician,married,unknown,no,3308,no,no,cellular,28,219,2,-1,0,unknown,yes
27,blue-collar,single,unknown,no,-15,yes,yes,cellular,15,212,4,312,6,other,no
58,blue-collar,married,secondary,no,0,no,no,unknown,5,267,2,-1,0,unknown,no
55,management,married,tertiary,no,10065,no,no,unknown,27,50,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,292,yes,yes,unknown,6,84,2,-1,0,unknown,no
40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,941,3,-1,0,unknown,yes
38,technician,single,secondary,no,46,no,no,cellular,25,90,2,-1,0,unknown,no
38,technician,single,tertiary,no,1619,no,no,unknown,9,324,1,-1,0,unknown,no
30,management,single,tertiary,no,254,no,no,cellular,21,202,1,-1,0,unknown,no
25,self-employed,single,tertiary,no,557,no,no,telephone,5,813,2,-1,0,unknown,no
51,housemaid,married,tertiary,no,6700,yes,yes,cellular,20,64,4,-1,0,unknown,no
34,student,single,unknown,no,1011,no,no,cellular,1,253,1,-1,0,unknown,yes
25,services,married,secondary,no,-454,yes,no,unknown,12,24,1,-1,0,unknown,no
35,technician,single,secondary,no,417,no,no,cellular,19,92,4,-1,0,unknown,no
71,retired,divorced,secondary,no,0,no,no,cellular,26,771,1,171,1,success,yes
40,admin.,married,secondary,no,0,no,no,cellular,28,496,2,182,11,success,yes
38,management,married,tertiary,no,6999,no,no,unknown,20,11,2,-1,0,unknown,no
59,management,married,tertiary,no,261,yes,yes,cellular,21,124,1,-1,0,unknown,no
47,management,married,unknown,no,555,yes,no,cellular,17,179,1,-1,0,unknown,no
33,management,married,tertiary,no,110,yes,yes,cellular,17,125,4,-1,0,unknown,no
56,technician,divorced,primary,no,13,yes,no,unknown,5,357,2,-1,0,unknown,no
42,management,married,tertiary,no,2772,yes,no,cellular,2,244,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,71,yes,no,unknown,30,510,5,-1,0,unknown,no
49,unknown,single,tertiary,no,2226,no,no,unknown,17,138,3,-1,0,unknown,no
56,retired,married,secondary,no,3738,yes,no,cellular,17,156,1,305,6,other,yes
40,management,married,primary,no,1231,yes,yes,unknown,15,184,2,-1,0,unknown,no
46,management,single,tertiary,no,379,no,no,cellular,11,83,6,-1,0,unknown,no
39,housemaid,married,primary,no,13338,no,no,cellular,11,103,4,-1,0,unknown,no
59,services,married,primary,no,1562,yes,no,telephone,6,471,2,270,1,other,no
22,student,single,unknown,no,1215,no,no,cellular,11,154,1,-1,0,unknown,no
45,management,single,tertiary,no,16,no,no,cellular,18,100,1,110,2,failure,no
31,management,single,secondary,yes,0,no,no,cellular,11,112,4,85,2,failure,no
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,250,2,187,2,success,yes
54,housemaid,married,primary,no,182,no,no,cellular,25,284,4,-1,0,unknown,no
43,unemployed,married,secondary,no,0,yes,no,unknown,6,37,2,-1,0,unknown,no
32,services,married,secondary,no,1066,yes,no,cellular,5,150,1,262,9,failure,no
29,management,single,unknown,no,698,no,no,cellular,8,186,1,-1,0,unknown,no
31,management,single,tertiary,no,816,yes,no,cellular,16,339,1,-1,0,unknown,no
38,management,married,tertiary,no,1555,no,no,cellular,20,66,5,-1,0,unknown,no
37,services,married,secondary,no,1498,yes,no,cellular,20,107,1,-1,0,unknown,no
30,technician,married,secondary,no,484,yes,no,unknown,6,703,1,-1,0,unknown,yes
51,admin.,married,secondary,no,0,no,no,telephone,20,96,5,-1,0,unknown,no
30,blue-collar,single,primary,no,459,yes,no,cellular,17,439,1,-1,0,unknown,no
33,technician,divorced,secondary,no,2,yes,no,cellular,7,600,2,330,17,failure,no
41,management,married,secondary,no,1956,no,no,cellular,4,114,6,168,11,other,no
34,technician,married,secondary,no,1254,no,no,cellular,6,77,3,-1,0,unknown,no
36,technician,married,secondary,no,4587,no,no,unknown,26,271,4,-1,0,unknown,no
39,technician,single,secondary,no,1435,no,no,cellular,17,383,1,296,19,other,yes
56,management,divorced,tertiary,no,2959,yes,no,telephone,18,325,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,36,no,yes,cellular,29,114,4,-1,0,unknown,no
30,services,married,secondary,no,5,no,yes,cellular,10,829,5,-1,0,unknown,yes
55,management,married,primary,no,1446,no,no,unknown,17,135,1,-1,0,unknown,no
42,blue-collar,married,primary,no,1752,yes,no,unknown,16,19,21,-1,0,unknown,no
33,blue-collar,married,secondary,no,932,yes,no,unknown,21,226,1,-1,0,unknown,no
56,management,married,secondary,no,1928,no,no,cellular,16,61,6,115,4,failure,no
38,blue-collar,married,secondary,no,-288,yes,yes,cellular,18,68,1,165,2,failure,no
26,self-employed,single,secondary,no,551,no,no,cellular,8,531,1,-1,0,unknown,yes
32,management,single,tertiary,no,1373,yes,no,unknown,21,474,2,-1,0,unknown,no
38,housemaid,divorced,primary,no,0,yes,yes,cellular,6,79,2,166,7,failure,no
52,blue-collar,single,secondary,no,201,yes,no,cellular,11,412,1,301,3,other,no
52,technician,married,secondary,no,150,yes,no,telephone,21,177,3,-1,0,unknown,no
55,management,married,primary,no,199,yes,yes,cellular,10,192,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,700,no,no,cellular,8,237,4,-1,0,unknown,no
48,management,married,tertiary,no,0,no,yes,cellular,19,204,4,182,1,success,yes
47,technician,married,secondary,no,417,yes,no,cellular,14,94,1,-1,0,unknown,no
46,blue-collar,married,primary,no,537,no,no,unknown,26,222,5,-1,0,unknown,no
32,blue-collar,married,secondary,no,1,yes,no,cellular,18,77,3,-1,0,unknown,no
28,management,single,secondary,no,171,no,no,cellular,5,324,1,87,1,success,yes
29,management,single,tertiary,no,92,no,no,cellular,2,175,5,-1,0,unknown,yes
59,technician,married,secondary,no,1,no,no,cellular,14,585,1,182,5,success,yes
46,management,divorced,tertiary,no,4629,no,no,cellular,1,67,1,41,1,failure,no
38,management,married,tertiary,no,-1884,yes,no,cellular,6,82,2,289,1,failure,no
42,blue-collar,single,primary,no,4930,no,no,unknown,18,973,1,-1,0,unknown,yes
42,services,single,secondary,no,3403,yes,no,cellular,7,215,1,99,1,failure,yes
53,self-employed,married,secondary,no,468,yes,no,unknown,8,89,5,-1,0,unknown,no
36,self-employed,married,tertiary,no,254,yes,no,telephone,17,202,5,-1,0,unknown,no
32,blue-collar,married,primary,no,3136,yes,no,cellular,19,820,1,-1,0,unknown,yes
39,services,single,secondary,no,1336,yes,no,unknown,16,358,1,-1,0,unknown,no
50,housemaid,married,secondary,no,1954,no,yes,cellular,28,438,4,-1,0,unknown,no
32,technician,single,secondary,no,258,no,no,unknown,3,114,3,-1,0,unknown,no
58,blue-collar,married,primary,no,128,yes,no,telephone,30,49,5,-1,0,unknown,no
32,management,single,tertiary,no,10281,no,no,cellular,22,400,1,-1,0,unknown,yes
49,blue-collar,married,primary,no,391,yes,no,unknown,4,245,1,-1,0,unknown,no
30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,321,2,-1,0,unknown,yes
42,blue-collar,married,secondary,no,4900,yes,no,telephone,11,231,1,284,2,failure,no
38,admin.,married,secondary,no,1839,no,no,unknown,23,63,2,-1,0,unknown,no
24,student,single,secondary,no,1719,no,no,cellular,13,161,4,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,87,yes,yes,cellular,21,141,4,-1,0,unknown,no
26,student,single,tertiary,no,1134,no,no,cellular,21,464,4,-1,0,unknown,yes
50,admin.,divorced,secondary,no,237,no,yes,telephone,5,169,1,-1,0,unknown,yes
32,technician,married,secondary,no,767,yes,yes,cellular,4,42,1,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,366,no,no,cellular,13,75,6,-1,0,unknown,no
48,self-employed,single,unknown,no,0,no,no,unknown,18,453,1,-1,0,unknown,no
54,management,married,secondary,no,2203,yes,no,telephone,18,151,1,-1,0,unknown,no
59,services,married,primary,no,64,yes,yes,telephone,12,370,2,-1,0,unknown,no
39,housemaid,divorced,primary,no,239,no,no,cellular,29,204,2,-1,0,unknown,no
59,retired,married,secondary,no,377,no,yes,cellular,25,468,4,-1,0,unknown,no
28,technician,single,tertiary,no,172,yes,yes,cellular,2,194,2,-1,0,unknown,no
37,management,married,tertiary,no,231,yes,yes,unknown,6,451,2,-1,0,unknown,no
32,unemployed,married,unknown,no,881,no,no,cellular,9,79,5,-1,0,unknown,no
28,admin.,single,secondary,no,520,yes,no,cellular,15,29,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,1134,no,no,cellular,6,174,2,-1,0,unknown,no
60,retired,divorced,tertiary,no,4,yes,no,cellular,26,400,3,358,2,failure,no
27,technician,single,tertiary,no,2781,yes,no,cellular,24,168,1,389,1,failure,yes
70,management,married,tertiary,no,10171,no,no,cellular,18,65,2,-1,0,unknown,no
34,self-employed,single,tertiary,no,1129,yes,no,unknown,21,103,2,-1,0,unknown,no
42,management,divorced,tertiary,no,1775,yes,no,telephone,5,276,5,-1,0,unknown,no
38,admin.,divorced,secondary,no,407,yes,yes,cellular,19,89,1,-1,0,unknown,no
30,management,single,tertiary,no,156,yes,no,unknown,9,174,9,-1,0,unknown,no
50,management,married,tertiary,no,332,yes,no,unknown,2,68,4,-1,0,unknown,no
39,management,single,tertiary,no,2454,yes,no,cellular,4,716,3,263,2,failure,yes
58,retired,married,primary,no,121,yes,no,unknown,5,50,1,-1,0,unknown,no
33,technician,single,tertiary,no,436,no,no,cellular,28,258,8,-1,0,unknown,no
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,365,1,94,1,success,yes
75,self-employed,married,unknown,no,4984,no,no,telephone,28,509,1,-1,0,unknown,yes
59,management,single,tertiary,no,705,no,no,cellular,3,537,4,-1,0,unknown,no
45,technician,married,secondary,no,144,yes,yes,cellular,14,154,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,349,yes,no,cellular,7,226,2,-1,0,unknown,no
39,self-employed,married,secondary,no,266,no,no,cellular,11,102,2,-1,0,unknown,no
50,management,single,secondary,no,4527,yes,no,cellular,14,140,1,-1,0,unknown,no
40,technician,divorced,secondary,no,-375,yes,no,cellular,13,60,5,-1,0,unknown,no
28,student,single,secondary,no,67,no,no,cellular,20,329,3,199,2,other,yes
73,retired,divorced,primary,no,5028,no,no,cellular,4,696,10,-1,0,unknown,yes
48,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,55,1,-1,0,unknown,no
39,management,single,tertiary,no,1914,no,no,cellular,18,94,4,-1,0,unknown,no
79,retired,married,primary,no,429,no,no,telephone,8,1006,2,-1,0,unknown,yes
26,management,single,tertiary,no,15,no,no,cellular,24,116,2,-1,0,unknown,no
44,blue-collar,single,primary,no,1593,yes,no,unknown,29,828,3,-1,0,unknown,yes
42,management,single,tertiary,no,0,no,no,cellular,25,129,4,-1,0,unknown,no
52,housemaid,married,primary,no,10943,no,no,cellular,16,292,1,-1,0,unknown,yes
34,management,married,tertiary,no,436,yes,no,cellular,17,28,1,345,1,failure,no
41,services,married,unknown,yes,-1,no,yes,cellular,30,1171,4,-1,0,unknown,yes
29,management,single,tertiary,no,74,no,no,cellular,6,174,1,-1,0,unknown,no
43,management,single,tertiary,no,47,yes,no,cellular,7,316,5,-1,0,unknown,no
38,management,divorced,tertiary,no,-980,yes,no,unknown,20,91,1,-1,0,unknown,no
46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,69,1,-1,0,unknown,no
57,housemaid,divorced,primary,no,3063,no,no,unknown,5,21,1,-1,0,unknown,no
29,management,single,unknown,no,560,no,no,cellular,5,459,1,307,1,failure,yes
29,management,married,secondary,no,231,no,no,cellular,14,1075,1,14,1,failure,yes
49,technician,single,secondary,no,1245,no,no,cellular,29,115,2,198,2,failure,no
39,technician,single,secondary,no,-225,no,no,cellular,19,220,1,-1,0,unknown,no
52,management,married,tertiary,no,0,yes,no,cellular,17,164,2,-1,0,unknown,no
59,retired,divorced,tertiary,no,559,yes,no,unknown,13,168,2,-1,0,unknown,no
25,student,single,secondary,no,8,no,no,cellular,22,107,2,-1,0,unknown,yes
57,retired,single,unknown,no,411,no,yes,cellular,31,45,29,-1,0,unknown,no
44,technician,single,secondary,no,-34,no,yes,cellular,27,14,13,-1,0,unknown,no
37,self-employed,married,secondary,yes,0,yes,no,cellular,17,158,1,-1,0,unknown,no
35,management,married,tertiary,no,1510,yes,no,unknown,9,61,1,-1,0,unknown,no
45,technician,single,tertiary,no,591,yes,no,unknown,26,164,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,177,yes,no,unknown,12,146,3,-1,0,unknown,no
47,admin.,married,secondary,no,257,yes,no,unknown,15,484,11,-1,0,unknown,no
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,513,1,-1,0,unknown,yes
23,services,married,secondary,no,1309,yes,no,unknown,3,349,2,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,47,yes,no,unknown,3,85,1,-1,0,unknown,no
33,management,single,tertiary,no,-359,no,no,telephone,29,59,2,-1,0,unknown,no
46,technician,married,secondary,no,488,no,no,unknown,5,92,1,-1,0,unknown,no
26,unemployed,single,secondary,no,4,no,no,unknown,7,8,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,2017,yes,no,unknown,14,74,3,-1,0,unknown,no
56,blue-collar,married,secondary,no,300,no,no,cellular,20,184,3,-1,0,unknown,no
27,services,single,secondary,no,-151,no,no,cellular,8,283,2,-1,0,unknown,no
29,unemployed,married,tertiary,no,241,no,no,cellular,5,7,5,-1,0,unknown,no
36,blue-collar,single,primary,no,4519,yes,no,unknown,23,117,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,1860,no,no,cellular,25,150,3,-1,0,unknown,no
34,management,married,tertiary,no,0,no,yes,cellular,14,105,3,-1,0,unknown,no
36,technician,single,tertiary,no,251,yes,no,cellular,8,91,4,-1,0,unknown,no
37,management,married,primary,no,1959,no,no,unknown,11,439,1,-1,0,unknown,no
34,admin.,single,secondary,no,1704,yes,no,unknown,15,218,2,-1,0,unknown,no
37,admin.,married,secondary,no,-255,yes,no,unknown,26,96,2,-1,0,unknown,no
30,technician,married,tertiary,no,8351,no,no,cellular,11,345,3,-1,0,unknown,no
34,blue-collar,single,primary,no,-175,yes,no,unknown,26,40,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,198,yes,no,cellular,13,156,5,369,2,failure,no
39,admin.,married,tertiary,no,1108,no,no,cellular,21,204,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,49,yes,no,unknown,27,135,5,-1,0,unknown,no
42,blue-collar,single,primary,no,1401,yes,no,unknown,19,69,1,-1,0,unknown,no
30,student,single,secondary,no,3096,no,no,cellular,26,123,1,-1,0,unknown,no
50,management,married,tertiary,no,29,yes,no,cellular,7,83,4,266,20,other,no
57,technician,married,tertiary,no,6822,no,no,cellular,7,797,2,-1,0,unknown,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,310,1,804,1,failure,yes
56,management,married,primary,no,405,no,no,cellular,21,251,2,-1,0,unknown,no
52,technician,divorced,secondary,no,106,no,no,cellular,12,193,4,-1,0,unknown,no
39,technician,married,tertiary,no,14,no,no,cellular,28,114,2,-1,0,unknown,no
41,management,married,tertiary,no,2781,yes,no,cellular,12,95,2,-1,0,unknown,no
53,admin.,married,secondary,no,1661,yes,yes,cellular,17,85,1,-1,0,unknown,no
28,services,single,secondary,no,2921,yes,no,unknown,28,136,1,-1,0,unknown,no
35,admin.,single,tertiary,no,153,yes,no,cellular,13,37,3,302,3,other,no
58,services,married,primary,no,65,no,no,unknown,27,162,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,2913,no,no,cellular,20,1058,1,-1,0,unknown,no
36,management,single,secondary,no,0,no,no,cellular,19,537,3,-1,0,unknown,no
29,management,married,tertiary,no,465,yes,no,cellular,16,191,1,-1,0,unknown,no
55,services,married,secondary,no,224,no,no,cellular,7,180,3,-1,0,unknown,no
29,management,single,tertiary,no,765,no,no,cellular,16,238,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,1101,yes,no,cellular,6,399,2,-1,0,unknown,no
40,technician,married,secondary,no,265,no,no,unknown,18,1365,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,54,no,no,unknown,18,230,3,-1,0,unknown,no
40,management,single,tertiary,no,-50,yes,no,cellular,12,306,2,350,1,failure,no
32,admin.,single,secondary,no,6981,yes,no,cellular,2,154,1,194,3,failure,no
32,housemaid,married,tertiary,no,834,no,no,cellular,11,144,2,-1,0,unknown,no
44,retired,married,secondary,no,181,yes,no,unknown,19,131,6,-1,0,unknown,no
51,services,married,primary,no,56,no,yes,cellular,24,149,2,-1,0,unknown,no
32,admin.,married,secondary,no,1078,yes,no,cellular,16,177,1,-1,0,unknown,no
54,management,divorced,tertiary,no,1288,no,no,cellular,28,515,3,-1,0,unknown,no
41,technician,single,unknown,no,3652,yes,no,cellular,12,127,1,363,2,success,no
33,management,married,secondary,no,333,no,no,cellular,28,80,6,-1,0,unknown,no
46,management,married,primary,no,1267,yes,yes,cellular,18,187,2,-1,0,unknown,no
33,admin.,single,tertiary,no,146,no,no,cellular,23,351,3,-1,0,unknown,yes
35,blue-collar,single,secondary,no,2158,yes,no,cellular,6,288,2,-1,0,unknown,no
38,technician,divorced,secondary,no,0,yes,no,cellular,16,867,1,-1,0,unknown,no
51,management,married,secondary,no,1573,no,no,cellular,28,72,18,-1,0,unknown,no
32,management,single,tertiary,no,1962,no,no,cellular,13,130,1,-1,0,unknown,no
36,management,single,tertiary,no,181,yes,no,cellular,13,159,2,278,4,failure,no
58,technician,married,secondary,no,1463,yes,no,cellular,12,110,3,-1,0,unknown,no
28,services,single,secondary,no,1636,yes,no,cellular,18,97,1,355,2,failure,no
31,self-employed,single,tertiary,no,8460,no,no,cellular,20,68,1,-1,0,unknown,no
44,blue-collar,married,primary,no,4031,yes,no,cellular,7,983,4,-1,0,unknown,yes
47,self-employed,married,tertiary,no,1917,no,no,unknown,20,39,2,-1,0,unknown,no
